name,prices,sale_tags,url
Wilson Kaos Mirage White/Coral Women's Shoe,"[139.9, 170.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Mirage_White_Coral_Womens_Shoe/descpageWSWILSON-WWKMWC-EN.html
Babolat Jet Mach III Black/Gold Kid Shoes,"[55.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Black_Gold_Kid_Shoes/descpageQBA-BKJM3BG-EN.html
Babolat Jet Mach III Black/Gold Junior Shoes,"[55.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Black_Gold_Junior_Shoes/descpageQBA-BJJM3BG-EN.html
Babolat Jet Mach III Pink/Blue Kid Shoes,"[55.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Pink_Blue_Kid_Shoes/descpageQBA-BKJM3PB-EN.html
K-Swiss Express Light 2 Carpet Pink/White Women's Shoe,"[69.9, 119.99, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/K-Swiss_Express_Light_2_Carpet_Pink_White_Womens_Shoe/descpageWSKSWISS-KWWELCP-EN.html
Diadora S. Challenge 2 Carpet White/Violet Women's Shoe,"[29.9, 60.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Diadora_S_Challenge_2_Carpet_White_Violet_Womens_Shoe/descpageWSDIAT-DWSBCWV-EN.html
Babolat Propulse Blast Carpet White/Blue Women's Shoes,"[65.89, 110.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Babolat_Propulse_Blast_Carpet_White_Blue_Womens_Shoes/descpageWSQBA-BWPBCWB-EN.html
Asics Court FF 2 Clay Mint/Lagoon Women's Shoes,"[124.91, 180.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Court_FF_2_Clay_Mint_Lagoon_Womens_Shoes/descpageWSASICS-AWCFCML-EN.html
Asics Court Speed FF Clay White/Champagne Women's Shoes,"[108.0, 120.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Court_Speed_FF_Clay_White_Champagne_Womens_Shoes/descpageWSASICSP-ACSDCWC-EN.html
Asics Gel Challenger 12 Clay Blue/White Women's Shoes,"[39.9, 100.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Gel_Challenger_12_Clay_Blue_White_Womens_Shoes/descpageWSASICS-AGC12CW-EN.html
Asics Gel Challenger Clay 12 Grey/Pink Women's Shoes,"[90.0, 100.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Gel_Challenger_Clay_12_Grey_Pink_Womens_Shoes/descpageWSASICSP-AWC2CGP-EN.html
Babolat Men's Exercise Drive T-Shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Drive_T-Shirt/descpageMAQBA-BMDT-EN.html
Babolat Men's Exercise Embossed Logo Hoodie,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Embossed_Logo_Hoodie/descpageMAQBA-BMSLHSB-EN.html
Babolat Men's Exercise Jogger Pant,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Jogger_Pant/descpageMAQBA-BEJP-EN.html
Head Men's Bjorn Cotton Polo,"[23.89, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Head_Mens_Bjorn_Cotton_Polo/descpageMAHEAD-HDMBP-EN.html
Head Men's Breaker Jacket,"[76.9, 85.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Breaker_Jacket/descpageMAHEAD-HEMBRJA-EN.html
Asics Gel Game 8 GS Pink/White Junior Shoes,"[49.9, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Gel_Game_8_GS_Pink_White_Junior_Shoes/descpageASICSP-AJG8GPW-EN.html
Asics Gel Game 7 GS Clay Blue/Silver Junior Shoes,"[44.9, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Gel_Game_7_GS_Clay_Blue_Silver_Junior_Shoes/descpageASICS-AJG7CBS-EN.html
Asics Gel Game 7 GS Pink/White Junior Shoes,"[29.9, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Gel_Game_7_GS_Pink_White_Junior_Shoes/descpageASICS-AGGGSPW-EN.html
Asics Court Slide 2 GS Blue/Amber Junior Shoes,"[45.01, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Court_Slide_2_GS_Blue_Amber_Junior_Shoes/descpageASICSP-AJCSBA-EN.html
adidas adizero Ubersonic 4 Black/Silver/Wh Wom's Shoes,"[125.9, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/adidas_adizero_Ubersonic_4_Black_Silver_Wh_Woms_Shoes/descpageWSADIT-AWU4BSW-EN.html
Prince Textreme Beast O3 98 Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Textreme Tour 100L Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Textreme Tour 100P Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Textreme Warrior 100L Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Textreme Warrior 100T Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Textreme Warrior 107/L Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Prince Tour 98 ESP Grommet,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
New Balance WC 996V4 White/Pink Women's Shoe,"[94.9, 135.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/New_Balance_WC_996V4_White_Pink_Womens_Shoe/descpageWSNBT-NW996WP-EN.html
Head Sprint Pro 3.0 White/Blue Women's Shoes,"[134.9, 150.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Head_Sprint_Pro_30_White_Blue_Womens_Shoes/descpageWSHEAD-HWSP3WB-EN.html
Wilson Rush Pro 3.5 Chicago Blue/White Women's Shoe,"[111.9, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Rush_Pro_35_Chicago_Blue_White_Womens_Shoe/descpageWSWILSON-WRP35BW-EN.html
Lotto Mirage 100 Clay Purple/Silver Women's Shoes,"[134.9, 150.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Lotto_Mirage_100_Clay_Purple_Silver_Womens_Shoes/descpageWSLOTTOT-LWM1CPS-EN.html
Babolat Jet Mach III Pink/Blue Junior Shoes,"[55.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Pink_Blue_Junior_Shoes/descpageQBA-BJJM3PB-EN.html
Babolat Jet Mach III Green/Purple Kid Shoes,"[55.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Green_Purple_Kid_Shoes/descpageQBA-BKJM3GR-EN.html
Wilson Kaos Devo Carpet White/Blue Women's Shoe,"[47.9, 80.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Devo_Carpet_White_Blue_Womens_Shoe/descpageWSWILSON-WWKDCWB-EN.html
K-Swiss BigShot Light 3 Carpet White/Pink Women's Shoes,"[34.89, 99.95, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/K-Swiss_BigShot_Light_3_Carpet_White_Pink_Womens_Shoes/descpageWSKSWISS-KSWBCPW-EN.html
K-Swiss Receiver IV Carpet White Women's Shoes,"[69.9, 99.99, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/K-Swiss_Receiver_IV_Carpet_White_Womens_Shoes/descpageWSKSWISS-KSWRCS-EN.html
K-Swiss BigShot Light 3 Carpet White/Grey Women's Shoes,"[59.9, 99.95, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/K-Swiss_BigShot_Light_3_Carpet_White_Grey_Womens_Shoes/descpageWSKSWISS-KSWBCGW-EN.html
Babolat Men's Exercise Logo Hood Jacket,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Logo_Hood_Jacket/descpageMAQBA-BELFZ-EN.html
Babolat Men's Exercise Logo Hoodie,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Logo_Hoodie/descpageMAQBA-BMSLHS-EN.html
Head Men's Breaker Pants,"[62.91, 70.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Breaker_Pants/descpageMAHEAD-HEMBRPA-EN.html
Head Men's Byron Hoodie,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Byron_Hoodie/descpageMAHEAD-HMBYRH-EN.html
Head Men's Byron Pants,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Byron_Pants/descpageMAHEAD-HMBRPAN-EN.html
Head Men's Carl T-Shirt,"[26.88, 30.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Carl_T-Shirt/descpageMAHEAD-HEMCART-EN.html
Asics Court Slide GS Blue/Mint Junior Shoes,"[34.89, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Court_Slide_GS_Blue_Mint_Junior_Shoes/descpageASICS-AJCSBM-EN.html
Asics Court Slide GS Peacoat/Blue Junior Shoes,"[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Court_Slide_GS_Peacoat_Blue_Junior_Shoes/descpageASICS-AJCSPB-EN.html
adidas adizero Ubersonic 4 Orange/Sl/Rose Wom's Shoes,"[104.9, 140.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_adizero_Ubersonic_4_Orange_Sl_Rose_Woms_Shoes/descpageWSADIT-AWU4OSR-EN.html
adidas adizero Ubersonic 4 Wh/Silver/Yellow Wom's Shoes,"[124.91, 140.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_adizero_Ubersonic_4_Wh_Silver_Yellow_Woms_Shoes/descpageWSADIT-AWU4WSY-EN.html
adidas adizero Ubersonic 4 Yellow/Sl/Bl Wom's Shoes,"[109.9, 140.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/adidas_adizero_Ubersonic_4_Yellow_Sl_Bl_Woms_Shoes/descpageWSADIT-AWU4YSB-EN.html
Yonex 20 PC Eclipsion 3 White/Red Women's Shoe,"[124.91, 149.9, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Yonex_20_PC_Eclipsion_3_White_Red_Womens_Shoe/descpageWSYONEX-YWPCE3W-EN.html
Yonex 20 Sonicage 2 Clay Red/Pink Women's Shoe,"[79.91, 109.9, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Yonex_20_Sonicage_2_Clay_Red_Pink_Womens_Shoe/descpageWSYONEX-YWS2CRP-EN.html
Prince White LS 100 Grommets,"[8.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki 10 Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki 5 Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki Black Ace Grommets (all weights),"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki Q+ 15 (all weights) Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki Q+ Tour (300g) Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki Q+30 (260g) Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex Ki15 Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
ProKennex QTour 18X20 (295g) Grommet,"[3.89, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
New Balance WC 996V4 Ocean Grey Women's Shoe,"[94.9, 135.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/New_Balance_WC_996V4_Ocean_Grey_Womens_Shoe/descpageWSNBT-NW996OG-EN.html
New Balance Lav Purple Women's Shoe,"[104.9, 140.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/New_Balance_Lav_Purple_Womens_Shoe/descpageWSNBT-NBWLAVN-EN.html
New Balance Lav Grey Women's Shoe,"[89.9, 140.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/New_Balance_Lav_Grey_Womens_Shoe/descpageWSNBT-NBWLAGR-EN.html
Wilson Rush Pro 3.5 Peach/Coral Women's Shoe,"[111.9, 140.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Wilson_Rush_Pro_35_Peach_Coral_Womens_Shoe/descpageWSWILSON-WRP35PC-EN.html
Wilson Rush Pro 3.5 White Women's Shoe,"[119.9, 140.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Wilson_Rush_Pro_35_White_Womens_Shoe/descpageWSWILSON-WWRP35W-EN.html
Wilson Kaos Rapide Clay White/Blue Women's Shoe,"[119.9, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Rapide_Clay_White_Blue_Womens_Shoe/descpageWSWILSON-WWKRWB-EN.html
Lotto Mirage 300 Clay Black/Purple Women's Shoes,"[80.9, 90.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Lotto_Mirage_300_Clay_Black_Purple_Womens_Shoes/descpageWSLOTTOT-LWM3CBP-EN.html
Lotto Mirage 100 Clay White/Pink Women's Shoes,"[104.9, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Lotto_Mirage_100_Clay_White_Pink_Womens_Shoes/descpageWSLOTTOT-LWM1CWP-EN.html
Lotto Mirage 100 Clay Pink/White Women's Shoes,"[98.9, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Lotto_Mirage_100_Clay_Pink_White_Womens_Shoes/descpageWSLOTTOT-LWM1CPI-EN.html
Babolat Jet AC Blue/White/Orange Junior Shoes,"[39.9, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_AC_Blue_White_Orange_Junior_Shoes/descpageQBA-BJJABWO-EN.html
KSwiss Ultrashot 3 White/Peach/Graystone Women's Shoes,"[143.89, 179.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/KSwiss_Ultrashot_3_White_Peach_Graystone_Womens_Shoes/descpageWSKSWISS-KWUL3WP-EN.html
Diadora Speed Blushield Fly AG Black/Blue Women's Shoe,"[34.89, 125.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Diadora_Speed_Blushield_Fly_AG_Black_Blue_Womens_Shoe/descpageWSDIAT-DWSSBFB-EN.html
Asics Gel Resolution 8 Clay Pink Cameo/White Women Shoe,"[119.0, 140.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Gel_Resolution_8_Clay_Pink_Cameo_White_Women_Shoe/descpageWSASICSP-AWGR8CP-EN.html
Babolat Men's Exercise Logo T-Shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Logo_T-Shirt/descpageMAQBA-BMSPLT-EN.html
Head Men's Davis Crew,"[35.9, 40.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Davis_Crew/descpageMAHEAD-HEMDAC-EN.html
Head Men's Davis Polo,"[49.9, 55.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Davis_Polo/descpageMAHEAD-HEMDAPO-EN.html
Asics Gel Pro 4 GS Clay Black/Pink Junior Shoe,"[54.0, 60.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Gel_Pro_4_GS_Clay_Black_Pink_Junior_Shoe/descpageASICSP-AJGP4BP-EN.html
Asics Gel Pro 4 GS Clay Peacoat/Coral Junior Shoe,"[44.9, 60.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Gel_Pro_4_GS_Clay_Peacoat_Coral_Junior_Shoe/descpageASICS-AJGP4PC-EN.html
adidas Court Control Black/Gold/White Women's Shoes,"[62.91, 70.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/adidas_Court_Control_Black_Gold_White_Womens_Shoes/descpageWSADIT-AWCCBGW-EN.html
adidas Court Control White/Gold/Red Women's Shoes,"[62.91, 70.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/adidas_Court_Control_White_Gold_Red_Womens_Shoes/descpageWSADIT-AWCCWGR-EN.html
adidas CourtJam Bounce Blue/White/Yellow Women's Shoes,"[64.9, 80.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_CourtJam_Bounce_Blue_White_Yellow_Womens_Shoes/descpageWSADIT-AWCJBWY-EN.html
Babolat Propulse Fury AC White/Blue Women's Shoes,"[119.9, 140.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Propulse_Fury_AC_White_Blue_Womens_Shoes/descpageWSQBA-BWPFWB-EN.html
Wilson Blade 100L (16x19) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 100UL (16x19) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 101L Grommet (Black),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 104 (16x19) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 104 Grommet (2017),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
adidas adizero Ubersonic 4 Clay Bk/Sl Wom's Shoes,"[104.9, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/adidas_adizero_Ubersonic_4_Clay_Bk_Sl_Woms_Shoes/descpageWSADIT-AWU4CBS-EN.html
New Balance Lav Neon Yellow/White Women's Shoe,"[99.89, 140.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/New_Balance_Lav_Neon_Yellow_White_Womens_Shoe/descpageWSNBT-NBLAVNY-EN.html
Head Brazer 2.0 White/Rose Women's Shoes,"[54.89, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Head_Brazer_20_White_Rose_Womens_Shoes/descpageWSHEAD-HWB2WR-EN.html
Wilson Kaos Rapide Fig/White Women's Shoe,"[123.9, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Rapide_Fig_White_Womens_Shoe/descpageWSWILSON-WWKRFW-EN.html
Wilson Kaos Swift Clay Navy/Blue Women's Shoe,"[105.9, 125.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_Clay_Navy_Blue_Womens_Shoe/descpageWSWILSON-WWKSCNB-EN.html
Wilson Kaos Swift White/Blue Women's Shoe,"[109.9, 125.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_White_Blue_Womens_Shoe/descpageWSWILSON-WWKSWB-EN.html
Wilson Kaos Comp 2.0 Blue Women's Shoe,"[89.9, 100.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Blue_Womens_Shoe/descpageWSWILSON-WWKC2B-EN.html
Lotto Mirage 300 Clay White/Silver Women's Shoes,"[80.9, 90.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Lotto_Mirage_300_Clay_White_Silver_Womens_Shoes/descpageWSLOTTOT-LWM3CWS-EN.html
Babolat Jet AC Blue/Yellow Junior Shoes,"[44.9, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_AC_Blue_Yellow_Junior_Shoes/descpageQBA-BJSJABY-EN.html
Babolat Jet AC Blue/Pink/White Junior Shoes,"[39.9, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_AC_Blue_Pink_White_Junior_Shoes/descpageQBA-BJJABPW-EN.html
KSwiss Hypercourt Express 2 White/Peach Women's Shoes,"[111.9, 139.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/KSwiss_Hypercourt_Express_2_White_Peach_Womens_Shoes/descpageWSKSWISS-KWHE2WP-EN.html
K-Swiss Express Light 2 White/Peach Women's Shoes,"[79.91, 99.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/K-Swiss_Express_Light_2_White_Peach_Womens_Shoes/descpageWSKSWISS-KSELCWP-EN.html
Diadora Speed Blushield Fly Clay Black Women's Shoe,"[39.9, 125.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Diadora_Speed_Blushield_Fly_Clay_Black_Womens_Shoe/descpageWSDIAT-DWSSCBL-EN.html
Asics Solution Speed FF 2 Clay White/Champagne Women Sh,"[142.5, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Solution_Speed_FF_2_Clay_White_Champagne_Women_Sh/descpageWSASICSP-AWSSCWC-EN.html
Babolat Men's Exercise Message T-Shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_Message_T-Shirt/descpageMAQBA-BMEMT-EN.html
"Babolat Men's Play 8"" Short","[26.88, 30.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Play_8_Short/descpageMAQBA-BMPAS-EN.html
Head Men's Fynn FZ Hoodie,"[58.91, 65.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Fynn_FZ_Hoodie/descpageMAHEAD-HEMFYFZ-EN.html
adidas CourtJam Bounce Orange/Silver/Rose Women's Shoes,"[69.9, 80.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_CourtJam_Bounce_Orange_Silver_Rose_Womens_Shoes/descpageWSADIT-AWCJOSR-EN.html
adidas CourtJam Bounce White/Copper Women's Shoes,"[54.89, 79.95, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/adidas_CourtJam_Bounce_White_Copper_Womens_Shoes/descpageWSADIT-AWCJBWC-EN.html
adidas Defiant Generation Black/Silver Women's Shoes,"[69.9, 100.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Defiant_Generation_Black_Silver_Womens_Shoes/descpageWSADIT-AWDGBSW-EN.html
Babolat Propulse Blast AC White/Pink Women's Shoes,"[87.92, 110.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Propulse_Blast_AC_White_Pink_Womens_Shoes/descpageWSQBA-BWPBWPI-EN.html
Babolat Jet Tere Pink/Black Women's Shoes,"[79.91, 100.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_Jet_Tere_Pink_Black_Womens_Shoes/descpageWSQBA-BWJTPB-EN.html
Babolat Jet Mach III Clay Pink/Blue Women's Shoes,"[112.0, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Clay_Pink_Blue_Womens_Shoes/descpageWSQBA-BWJMCPI-EN.html
Babolat Jet Mach III Pink/Blue Women's Shoes,"[124.91, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_Pink_Blue_Womens_Shoes/descpageWSQBA-BWJMPIN-EN.html
Babolat Jet Mach III White/Silver Women's Shoes,"[112.0, 140.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_III_White_Silver_Womens_Shoes/descpageWSQBA-BWJMWSI-EN.html
Wilson Blade 98 (16x19) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 98 (18x20) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 98S (18x16) CV Grommet,"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 98S (18x16) V7.0 Grommet (2019),"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 99 Team (not Lite) Grommet,"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
Wilson Blade 99 Team Lite Grommet,"[6.0, 0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
adidas SoleMatch Bounce Grey/Black/White Women's Shoe,"[79.91, 120.0, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/adidas_SoleMatch_Bounce_Grey_Black_White_Womens_Shoe/descpageWSADIT-AWSBGBW-EN.html
Nike Air Zoom GP Turbo Dark Raisin/Black Women's Shoe,"[124.91, 139.99, 0]","[1, '0', '0']",https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Dark_Raisin_Black_Womens_Shoe/descpageWSNIKEH-NZGTWRB-EN.html
Wilson Kaos Comp 2.0 Coral/Grey Women's Shoe,"[59.9, 100.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Coral_Grey_Womens_Shoe/descpageWSWILSON-WWKCCG-EN.html
Babolat Propulse AC White/Pink Kid Shoes,"[43.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Propulse_AC_White_Pink_Kid_Shoes/descpageQBA-BKPBWPK-EN.html
Babolat Propulse AC Blue Kid Shoes,"[43.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Babolat_Propulse_AC_Blue_Kid_Shoes/descpageQBA-BKPBBBL-EN.html
K-Swiss Express Light 2 Clay Pink/White Women's Shoes,"[79.91, 119.99, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/K-Swiss_Express_Light_2_Clay_Pink_White_Womens_Shoes/descpageWSKSWISS-KSWEL2P-EN.html
Asics Solution Speed FF Clay Pink/White Women's Shoes,"[99.89, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Solution_Speed_FF_Clay_Pink_White_Womens_Shoes/descpageWSASICS-AWSFCPW-EN.html
Asics Solution Speed FF Clay Red/White Womens Shoe,"[104.9, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Asics_Solution_Speed_FF_Clay_Red_White_Womens_Shoe/descpageWSASICS-AWSFCRW-EN.html
Babolat Jet Mach II Clay Blue/Pink Women's Shoes,"[69.9, 150.0, 0]","['0', '0', 1]",https://www.tenniswarehouse-europe.com/Babolat_Jet_Mach_II_Clay_Blue_Pink_Womens_Shoes/descpageWSQBA-BWJM2CB-EN.html
Babolat Men's Play Crew,"[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Play_Crew/descpageMAQBA-BMSPLC-EN.html
