name,prices,sale_tags,url
"Nike Men's Basic Advantage Flex 9"" Short","[44.9, 50.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Basic_Advantage_Flex_9_Short/descpageMANIKEA-NIBAF9S-EN.html
Nike Kid's Metal Swoosh H86 Hat,"[10.9, 12.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Kids_Metal_Swoosh_H86_Hat/descpageNIKEA-NKSMS8H-EN.html
Nike Kid's Graphic Gym Sack Bag Black,"[10.9, 12.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Kids_Graphic_Gym_Sack_Bag_Black/descpageBGNIKEA-NKGGSBLA-EN.html
Nike Cooling Medium Towel Black,"[24.89, 28.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Cooling_Medium_Towel_Black/descpageNIKEACC-NCSTBLA-EN.html
Nike Fundamental Towel Large Red,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Fundamental_Towel_Large_Red/descpageNIKEACC-NFUTLRD-EN.html
Nike Fundamental Towel Large Black,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Fundamental_Towel_Large_Black/descpageNIKEACC-NFTLBK-EN.html
Nike Fundamental Towel Med Black/White,"[30.9, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Fundamental_Towel_Med_Black_White/descpageNIKEACC-NFTMBKWM-EN.html
Babolat Men's Exercise VS Vintage T-Shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Mens_Exercise_VS_Vintage_T-Shirt/descpageMAQBA-BMSVVT-EN.html
adidas Men's London Uniforia Jacket,"[89.9, 100.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_London_Uniforia_Jacket/descpageMAADIT-AMLJ-EN.html
adidas Men's London Quiet T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_London_Quiet_T-Shirt/descpageMAADIT-AMLQTS-EN.html
adidas Men's London Tennis Scores T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_London_Tennis_Scores_T-Shirt/descpageMAADIT-AMLTSTS-EN.html
adidas Men's Tokyo Greek Crew,"[58.91, 65.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Tokyo_Greek_Crew/descpageMAADIT-AMTGKC-EN.html
"adidas Men's Core 9"" Ergo Short","[44.9, 50.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Core_9_Ergo_Short/descpageMAADIT-AMFG9ES-EN.html
Lacoste Men's Spring Perf Block Polo,"[67.9, 90.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Perf_Block_Polo/descpageMALACAYEL-LAMSRC-EN.html
Lacoste Men's Solid Basic Polo,"[63.9, 85.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Solid_Basic_Polo/descpageMALACAYEL-LMFPRGP-EN.html
Lacoste Men's Spring Perf Stripe Polo,"[59.9, 85.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Perf_Stripe_Polo/descpageMALACAYEL-LMSBLP-EN.html
Lacoste Men's Spring 2 Stripes Polo,"[66.9, 95.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_2_Stripes_Polo/descpageMALACAYEL-LAMSCOP-EN.html
Hydrogen Men's Tech Core Short,"[67.9, 75.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Tech_Core_Short/descpageMAHYDROA-HYDCOTS-EN.html
"Under Armour Men's Heatgear Compression 9"" Short","[26.88, 30.0, 0]",,https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Heatgear_Compression_9_Short/descpageMAUAA-UAMHC9S-EN.html
"Under Armour Men's Heatgear Compression 6"" Short","[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Heatgear_Compression_6_Short/descpageMAUAA-UAMHC6S-EN.html
Under Armour Men's Fall Collegiate T-Shirt,"[17.91, 26.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Collegiate_T-Shirt/descpageMAUAA-UAFCOT-EN.html
Wilson Men's Paris 2021 Tech T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Paris_2021_Tech_T-Shirt/descpageMAWILSON-WMPTT-EN.html
Wilson Men's Training Hooded Jacket,"[62.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Training_Hooded_Jacket/descpageMAWILSON-WMTHJ-EN.html
Wilson Men's Training Pant,"[49.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Training_Pant/descpageMAWILSON-WMETPA-EN.html
Wilson Men's Chi Skyline T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Chi_Skyline_T-Shirt/descpageMAWILSON-WMCST-EN.html
Asics Men's Spring Big Logo T-Shirt,"[20.0, 25.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Mens_Spring_Big_Logo_T-Shirt/descpageMAASICSP-AMSBLTN-EN.html
Asics Men's Spring FZ Jacket,"[38.5, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Mens_Spring_FZ_Jacket/descpageMAASICSP-AMFZHO-EN.html
Asics Men's Fall Small Logo Sweat Pant,"[28.0, 0, 0]",,https://www.tenniswarehouse-europe.com/Asics_Mens_Fall_Small_Logo_Sweat_Pant/descpageMAASICSP-ASMFSLP-EN.html
Le Coq Sportif Men's Essential #2 FZ Sweat,"[54.89, 79.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Essential_2_FZ_Sweat/descpageMALECOQA-LC2EFZS-EN.html
Le Coq Sportif Men's Tapered Pant,"[45.9, 65.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Tapered_Pant/descpageMALECOQA-LCSTPA-EN.html
Roland Garros 2021 Beach Towel Navy,"[75.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Roland_Garros_2021_Beach_Towel_Navy/descpageRGWP-RG21BTN-EN.html
Roland Garros 2021 Players Towel Clay,"[45.01, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Roland_Garros_2021_Players_Towel_Clay/descpageRGWP-RG21PTC-EN.html
Roland Garros 2021 Players Towel Navy,"[45.01, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Roland_Garros_2021_Players_Towel_Navy/descpageRGWP-RG21PTN-EN.html
Wilson Roland Garros Mini Tour Bag,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Roland_Garros_Mini_Tour_Bag/descpageWILSON-WBRGMT-EN.html
Joma Men's Academy Tracksuit,"[33.9, 49.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Joma_Mens_Academy_Tracksuit/descpageMAJOMAAP-JOMACTS-EN.html
Fila Men's Core Niclas Crew,"[26.88, 29.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Niclas_Crew/descpageMAFILAA-FMNIC-EN.html
Fila Men's Santana Short,"[42.9, 47.5, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Mens_Santana_Short/descpageMAFILAA-FMCSSS-EN.html
Fila Men's Core Stephan Short,"[44.9, 49.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Stephan_Short/descpageMAFILAA-FMSCOSS-EN.html
Ellesse Men's Core Bossini Knit Short,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Core_Bossini_Knit_Short/descpageMAELLAPP-ELMCBKS-EN.html
Ellesse Men's Core Gottero Hoodie,"[49.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Core_Gottero_Hoodie/descpageMAELLAPP-ELMCGH-EN.html
Head Men's 2-Pack AOP Boxer Grey/Black,"[11.9, 12.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_2-Pack_AOP_Boxer_Grey_Black/descpageMADOBOT-HMSP2GB-EN.html
Head Men's 2-Pack AOP Boxer Red/Blue,"[11.9, 12.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_2-Pack_AOP_Boxer_Red_Blue/descpageMADOBOT-HMSP2RB-EN.html
Head Men's 2-Pack AOP Boxer Lime/Blue,"[11.9, 12.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_2-Pack_AOP_Boxer_Lime_Blue/descpageMADOBOT-HMSP2LA-EN.html
Head Men's 2-Pack AOP Boxer Navy,"[11.9, 12.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_2-Pack_AOP_Boxer_Navy/descpageMADOBOT-HMSP2AO-EN.html
Head Men's Basic 5-Pack Boxer Black,"[21.9, 24.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_5-Pack_Boxer_Black/descpageMADOBOT-HMB5PBK-EN.html
Head Men's Microfiber Basic 2-Pack Boxer Black,"[12.9, 14.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Microfiber_Basic_2-Pack_Boxer_Black/descpageMADOBOT-DHMM2BK-EN.html
Nike Women's Summer Victory Short,"[40.9, 45.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Victory_Short/descpageWANIKEA-NWSUVSH-EN.html
Nike Women's Basic Victory Short,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Womens_Basic_Victory_Short/descpageWANIKEA-NWBAVSH-EN.html
Tecnifibre Boy's F3 Polo,"[35.9, 40.0, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_Boys_F3_Polo/descpageTECNIA-TFBF3P-EN.html
Le Coq Sportif Boy's Spring TRI #1 T-Shirt,"[19.9, 29.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Boys_Spring_TRI_1_T-Shirt/descpageLECOQA-LCBOT1T-EN.html
Le Coq Sportif Boy's Spring Essential Hoodie,"[33.9, 49.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Boys_Spring_Essential_Hoodie/descpageLECOQA-LCBOSEH-EN.html
Le Coq Sportif Boy's Fall Tech T-Shirt,"[19.9, 29.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Boys_Fall_Tech_T-Shirt/descpageLECOQA-LCBOFTT-EN.html
Nike Girl's Summer Dry Dress,"[31.91, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Dry_Dress/descpageNIKEA-NGDRE-EN.html
Nike Girl's Summer Straight Skirt,"[19.9, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Straight_Skirt/descpageNIKEA-NGRSTS-EN.html
Nike Girl's Summer Colorblock Bra,"[16.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Colorblock_Bra/descpageNIKEA-NGSUC-EN.html
Nike Girl's Summer Open Back Tank,"[16.9, 25.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Open_Back_Tank/descpageNIKEA-NGSOBTA-EN.html
"Nike Men's Summer Advantage Flex 9"" Short","[44.9, 50.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Advantage_Flex_9_Short/descpageMANIKEA-NISUF9S-EN.html
Nike Men's Summer Heritage Short,"[44.9, 50.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Heritage_Short/descpageMANIKEA-NISUMHS-EN.html
Nike Fundamental Towel Med Blue/White,"[30.9, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Fundamental_Towel_Med_Blue_White/descpageNIKEACC-NFTMBLWM-EN.html
Nike Fundamental Towel Med Red/White,"[30.9, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Fundamental_Towel_Med_Red_White/descpageNIKEACC-NFTMRDWM-EN.html
adidas Men's Fall Club Crew,"[31.91, 35.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Fall_Club_Crew/descpageMAADIT-AMNFCCC-EN.html
adidas Men's Fall Club Polo,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Fall_Club_Polo/descpageMAADIT-AMNFCCP-EN.html
adidas Men's Core Club 3-Stripe Crew,"[35.9, 40.0, 0]",,https://www.tenniswarehouse-europe.com/adidas_Mens_Core_Club_3-Stripe_Crew/descpageMAADIT-ACC3SC-EN.html
adidas Men's Fall Club 3-Stripe Crew,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Fall_Club_3-Stripe_Crew/descpageMAADIT-AMNFCC-EN.html
Lacoste Men's Spring Perf Polo,"[66.9, 95.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Perf_Polo/descpageMALACAYEL-LAMPE-EN.html
Lacoste Men's Spring Zip Polo,"[70.9, 95.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Zip_Polo/descpageMALACAYEL-LAMSZP-EN.html
Lacoste Men's Spring Colored Sleeve Polo,"[70.9, 95.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Colored_Sleeve_Polo/descpageMALACAYEL-LAMSPLP-EN.html
Hydrogen Men's Tech Graffiti Short,"[70.9, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Tech_Graffiti_Short/descpageMAHYDROA-HYDTEGS-EN.html
Hydrogen Men's New Graffiti T-Shirt,"[70.9, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_New_Graffiti_T-Shirt/descpageMAHYDROA-HYMNGT-EN.html
Hydrogen Men's Graffiti T-Shirt,"[78.9, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Graffiti_T-Shirt/descpageMAHYDROA-HYMGRT-EN.html
Hydrogen Men's New Graffiti FZ Jacket,"[110.91, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_New_Graffiti_FZ_Jacket/descpageMAHYDROA-HYGRFZJ-EN.html
Under Armour Men's Fall Rival Fleece FZ Jacket,"[47.9, 60.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Rival_Fleece_FZ_Jacket/descpageMAUAA-UAMFLJ-EN.html
Under Armour Men's Fall Tech 2.0 Jacket,"[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Tech_20_Jacket/descpageMAUAA-UAMFJ-EN.html
Under Armour Men's Fall Rival Fleece Hoodie,"[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Rival_Fleece_Hoodie/descpageMAUAA-UFRFHO-EN.html
"Under Armour Men's Fall MK1 7"" Short","[18.9, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_MK1_7_Short/descpageMAUAA-UMK17S-EN.html
Under Armour Men's Fall MK1 Graphic Crew,"[21.9, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_MK1_Graphic_Crew/descpageMAUAA-UAFMKGC-EN.html
Under Armour Men's Fall Training Vent Crew,"[18.9, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Training_Vent_Crew/descpageMAUAA-UAFTVC-EN.html
Wilson Men's Chi Script T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Chi_Script_T-Shirt/descpageMAWILSON-WMCSC-EN.html
Wilson Men's Chi Script Hoody,"[62.91, 70.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Chi_Script_Hoody/descpageMAWILSON-WMCHS-EN.html
Asics Men's Fall Big Logo Sweat Short,"[27.89, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Mens_Fall_Big_Logo_Sweat_Short/descpageMAASICS-ASMFBLS-EN.html
"Asics Men's Fall Padel Club 7"" Short","[27.89, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Mens_Fall_Padel_Club_7_Short/descpageMAASICS-AMPCSH-EN.html
Asics Tennis 6 Pack Invisible Sock Multicolor,"[10.5, 15.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Tennis_6_Pack_Invisible_Sock_Multicolor/descpageWAASICSP-AST6PIC-EN.html
Le Coq Sportif Men's Regular Pant,"[45.9, 65.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Regular_Pant/descpageMALECOQA-LCSMRP-EN.html
Le Coq Sportif Men's Tech T-Shirt,"[28.92, 42.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Tech_T-Shirt/descpageMALECOQA-LCMTKT-EN.html
Fila Men's Robert Short,"[33.9, 37.5, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Robert_Short/descpageMAFILAA-FMCROS-EN.html
Fila Men's Core Ben Jacket,"[62.91, 69.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Ben_Jacket/descpageMAFILAA-FMBENJ-EN.html
Fila Men's Core Peter Pant,"[44.9, 49.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Peter_Pant/descpageMAFILAA-FUCPETP-EN.html
Ellesse Men's Core Miletto Jacket,"[53.9, 60.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Core_Miletto_Jacket/descpageMAELLAPP-ELMCMJ-EN.html
Ellesse Men's Core Ovest Pant,"[39.9, 45.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Core_Ovest_Pant/descpageMAELLAPP-ELMCOP-EN.html
Head Men's Microfiber Basic 2-Pack Boxer Black/Blue,"[12.9, 14.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Microfiber_Basic_2-Pack_Boxer_Black_Blue/descpageMADOBOT-DHMM2B-EN.html
Head Men's Microfiber Basic 2-Pack Boxer Black/Red,"[11.9, 14.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Microfiber_Basic_2-Pack_Boxer_Black_Red/descpageMADOBOT-HM2BBKR-EN.html
Head Men's Basic 2-Pack Boxer Grey,"[9.99, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_Grey/descpageMADOBOT-HMB2GY-EN.html
Head Men's Basic 2-Pack Boxer Navy,"[9.99, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_Navy/descpageMADOBOT-HMB2N-EN.html
Head Men's Basic 2-Pack Boxer Denim,"[9.99, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_Denim/descpageMADOBOT-HMB2D-EN.html
Head Men's Basic 2-Pack Boxer White,"[10.9, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_White/descpageMADOBOT-HMB2BS-EN.html
Nike Women's Basic Advantage Short,"[49.9, 55.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Womens_Basic_Advantage_Short/descpageWANIKEA-NWBADS-EN.html
Nike Women's Summer Advantage Short,"[49.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Advantage_Short/descpageWANIKEA-NWSUADS-EN.html
Nike Women's Summer Heritage Dye Tank,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Heritage_Dye_Tank/descpageWANIKEA-NWSUHDT-EN.html
Under Armour Boy's Fall Rival Hoodie,"[22.9, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Boys_Fall_Rival_Hoodie/descpageUAA-UBRIH-EN.html
Under Armour Boy's Fall Wordmark T-Shirt,"[12.9, 20.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Boys_Fall_Wordmark_T-Shirt/descpageUAA-UBWMTS-EN.html
Under Armour Boy's Fall Tech Crew,"[12.9, 20.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Boys_Fall_Tech_Crew/descpageUAA-UBTECH-EN.html
Nike Girl's Summer Trophy Tank,"[12.9, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Trophy_Tank/descpageNIKEA-NGSTRT-EN.html
Nike Girl's Summer Dry Top,"[19.9, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Dry_Top/descpageNIKEA-NGSCRT-EN.html
Nike Girl's Summer Trophy Tight,"[19.9, 33.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Trophy_Tight/descpageNIKEA-NGSSTRT-EN.html
Nike Girl's Fall Elastika Tank,"[16.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Girls_Fall_Elastika_Tank/descpageNIKEA-NIGFELT-EN.html
Nike Girl's Summer Dry Court Tank,"[16.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Nike_Girls_Summer_Dry_Court_Tank/descpageNIKEA-NIGSUDT-EN.html
"Nike Men's Basic Victory 9"" Short","[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Basic_Victory_9_Short/descpageMANIKEA-NIBV9S-EN.html
adidas Men's Core Club 3-Stripe Polo,"[40.9, 45.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Core_Club_3-Stripe_Polo/descpageMAADIT-ACNC3SP-EN.html
adidas Men's Fall Club 3-Stripe Polo,"[40.9, 45.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Fall_Club_3-Stripe_Polo/descpageMAADIT-AMNFCP-EN.html
Lacoste Men's Spring Colorblock Crew,"[52.9, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Colorblock_Crew/descpageMALACAYEL-LMSBLC-EN.html
Lacoste Men's Spring Stripe Crew,"[48.91, 70.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Stripe_Crew/descpageMALACAYEL-LMSCOC-EN.html
Lacoste Men's Spring Croc T-Shirt,"[34.89, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Croc_T-Shirt/descpageMALACAYEL-LCRSP-EN.html
Hydrogen Men's Skull Pants,"[96.89, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Skull_Pants/descpageMAHYDROA-HYMSKPA-EN.html
Hydrogen Men's Tech Skull FZ Jacket,"[131.9, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Tech_Skull_FZ_Jacket/descpageMAHYDROA-HYSKFZJ-EN.html
Hydrogen Men's Tech Skull Pants,"[109.9, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Hydrogen_Mens_Tech_Skull_Pants/descpageMAHYDROA-HYSKUPA-EN.html
Under Armour Men's Fall Tech 2.0 Crew,"[19.9, 28.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_Fall_Tech_20_Crew/descpageMAUAA-UAFATC-EN.html
Under Armour HeatGear Tech Low Cut Socks 3Pk,"[8.9, 10.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_HeatGear_Tech_Low_Cut_Socks_3Pk/descpageMAUAA-UAHG3LS-EN.html
Under Armour Men's HeatGear Tech Crew Socks 3Pk,"[10.9, 12.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Mens_HeatGear_Tech_Crew_Socks_3Pk/descpageMAUAA-UAGTC3-EN.html
Wilson Men's Chi Jogger Pant,"[53.9, 60.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Chi_Jogger_Pant/descpageMAWILSON-WMCJP-EN.html
Wilson Men's Team II Crew,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Team_II_Crew/descpageMAWILSON-WMTECR-EN.html
Asics Tennis 6 Pack Crew Sock Black,"[12.6, 18.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Tennis_6_Pack_Crew_Sock_Black/descpageMAASICSP-A6PCSB-EN.html
Asics Tennis 3 Pack Quarter Sock Black,"[8.39, 12.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Tennis_3_Pack_Quarter_Sock_Black/descpageWAASICSP-AST3PQB-EN.html
Asics Tennis 3 Pack Invisible Sock Black,"[6.99, 10.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Tennis_3_Pack_Invisible_Sock_Black/descpageWAASICSP-AST3PIB-EN.html
Le Coq Sportif Men's Fall Essential Regular Short,"[46.9, 59.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Fall_Essential_Regular_Short/descpageMALECOQA-LCSFERS-EN.html
Le Coq Sportif Men's Fall Season 1 Crew Sweat,"[47.9, 69.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Mens_Fall_Season_1_Crew_Sweat/descpageMALECOQA-LCMFSC-EN.html
Fila Men's Core Paul Vest,"[53.9, 59.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Paul_Vest/descpageMAFILAA-FMCPAV-EN.html
Fila Men's Core Larry Cuff Pant,"[39.9, 44.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Core_Larry_Cuff_Pant/descpageMAFILAA-FCLARP-EN.html
Fila Men's Ole Functional Jacket,"[66.9, 74.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Mens_Ole_Functional_Jacket/descpageMAFILAA-FMTCFJ-EN.html
Fila Men's AO Nelio Polo,"[47.9, 59.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Mens_AO_Nelio_Polo/descpageMAFILAA-FMAONP-EN.html
Ellesse Men's Core Bardy Sleeveless Jacket,"[53.9, 60.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Core_Bardy_Sleeveless_Jacket/descpageMAELLAPP-ELMCBSJ-EN.html
Ellesse Men's Dralla Performance 3-Pack Boxers,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Dralla_Performance_3-Pack_Boxers/descpageMAELLAPP-ELHD3PB-EN.html
Ellesse Men's Hali Cotton 3-Pack Boxers,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Mens_Hali_Cotton_3-Pack_Boxers/descpageMAELLAPP-ELHC3PB-EN.html
Head Men's Basic 2-Pack Boxer Black,"[10.9, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_Black/descpageMADOBOT-HMB2BO-EN.html
Head Men's Basic 2-Pack Boxer Blue,"[10.9, 11.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Mens_Basic_2-Pack_Boxer_Blue/descpageMADOBOT-HMB2B-EN.html
