ID,Name,Name in Ελληνικά,Type,Attrib. Set Name,SKU,Barcode,Price,Special,Cost,Gross Profit %,Qty,Stock Status,Visibility,Status,Websites
87309,Wilson Blade 98 (18x20) V7.0 Tennis Racquet-L4,Wilson Blade 98 (18x20) V7.0 Tennis Racquet-L4,Simple Product,Racquets,WR013711-L4,97512408110,€252.00,€174.90,€111.20,21.16%,5,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
87308,Wilson Blade 98 (18x20) V7.0 Tennis Racquet-L2,Wilson Blade 98 (18x20) V7.0 Tennis Racquet-L2,Simple Product,Racquets,WR013711-L2,97512408097,€252.00,€174.90,€111.20,21.16%,7,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
87305,Wilson Blade 100L V7.0 Tennis Racquet-L3,Wilson Blade 100L V7.0 Tennis Racquet-L3,Simple Product,Racquets,WR014011-L3,97512407748,€210.00,€154.90,€101.70,18.59%,1,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
87304,Wilson Blade 100L V7.0 Tennis Racquet-L2,Wilson Blade 100L V7.0 Tennis Racquet-L2,Simple Product,Racquets,WR014011-L2,97512408189,€210.00,€154.90,€101.70,18.59%,2,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
87297,Wilson Clash 25 Junior Tennis Racket,Παιδική Ρακέτα Τένις Wilson Clash 25 Junior,Simple Product,Racquets,WR016210,97512381079,€120.00,€99.90,€60.30,25.15%,7,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
86271,Wilson Clash 98 Tennis Racquet Demo-L3,Wilson Clash 98 Tennis Racquet Demo-L3,Simple Product,Racquets,WR008611-DEMO-L3,,€290.00,€169.90,€94.20,31.25%,2,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
84144,Wilson Clash 100L Tennis Racquet-L3,Wilson Clash 100L Tennis Racquet-L3,Simple Product,Racquets,WR008711-L3,97512379847,€240.00,€189.90,€116.10,24.19%,5,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
84143,Wilson Clash 100L Tennis Racquet-L2,Wilson Clash 100L Tennis Racquet-L2,Simple Product,Racquets,WR008711-L2,97512379830,€240.00,€189.90,€116.10,24.19%,1,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
84142,Wilson Clash 100L Tennis Racquet-L1,Wilson Clash 100L Tennis Racquet-L1,Simple Product,Racquets,WR008711-L1,97512379823,€240.00,€189.90,€116.10,24.19%,5,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
84129,Wilson Clash 98 Tennis Racquet-L3,Wilson Clash 98 Tennis Racquet-L3,Simple Product,Racquets,WR008611-L3,97512379786,€290.00,€169.90,€94.20,31.25%,8,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
84128,Wilson Clash 98 Tennis Racquet-L2,Wilson Clash 98 Tennis Racquet-L2,Simple Product,Racquets,WR008611-L2,97512379779,€290.00,€169.90,€94.20,31.25%,4,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
81159,Wilson Clash 100 Tennis Racquet-L4,Wilson Clash 100 Tennis Racquet-L4,Simple Product,Racquets,WR005611-L4,97512376341,€265.00,€209.90,€130.50,22.91%,3,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
75627,Wilson US Open 25 Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson US Open 25 Junior,Simple Product,Racquets,WRT20330,8.87769E+11,€33.00,€32.90,€14.85,44.03%,44,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
75624,Wilson Slam 25&quot; Junior Tennis Racquet,Παιδική Ρακέτα Τέννις Wilson Slam 25&quot; Junior,Simple Product,Racquets,WRT20400,8.87769E+11,€40.00,€39.90,€20.00,37.84%,11,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
75438,Wilson Clash Tour 100 Tennis Racket-L3,Wilson Clash Tour 100 Tennis Racket-L3,Simple Product,Racquets,WR005711-L3,97512376389,€265.00,€179.90,€116.00,20.04%,6,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
75437,Wilson Clash Tour 100 Tennis Racket-L2,Wilson Clash Tour 100 Tennis Racket-L2,Simple Product,Racquets,WR005711-L2,97512376372,€265.00,€179.90,€116.00,20.04%,6,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
75434,Wilson Clash 100 Tennis Racket-L3,Wilson Clash 100 Tennis Racket-L3,Simple Product,Racquets,WR005611-L3,97512376334,€265.00,€209.90,€130.50,22.91%,7,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
75433,Wilson Clash 100 Tennis Racket-L2,Wilson Clash 100 Tennis Racket-L2,Simple Product,Racquets,WR005611-L2,97512376327,€265.00,€209.90,€130.50,22.91%,7,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
75432,Wilson Clash 100 Tennis Racket-L1,Wilson Clash 100 Tennis Racket-L1,Simple Product,Racquets,WR005611-L1,97512376310,€265.00,€209.90,€130.50,22.91%,2,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
72925,Wilson US Open 23&quot; Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson US Open 23&quot; Junior,Simple Product,Racquets,WRT20320,8.87769E+11,€34.00,€34.00,€16.80,38.73%,25,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
72923,Wilson US Open 19&quot; Junior Tennis Racquet,Παιδική ρακέτα τένις Wilson US Open 19&quot; Junior,Simple Product,Racquets,WRT20300,8.87769E+11,€33.00,€32.90,€14.85,44.03%,10,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
72845,Wilson Court Zone Lite Tennis Racquet-L3,Ρακέτα Τένις Wilson Court Zone Lite,Simple Product,Racquets,WRT30380-L3,8.87769E+11,€50.00,€49.90,€19.80,50.80%,5,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
52726,Wilson Blade 98 CV 16x19 Racquet - Demo-L3,Wilson Blade 98 CV 16x19 Racquet - Demo-L3,Simple Product,Racquets,WRT73351-DEMO-L3,,€250.00,€159.00,€98.35,23.30%,1,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
52718,Wilson Blade SW 104 Autograph Racquet -L2,Wilson Blade SW 104 Autograph Racquet -L2,Simple Product,Racquets,WRT73341-L2,8.87769E+11,€284.00,€159.90,€121.60,5.70%,5,In Stock,Not Visible Individually,Enabled,"Main Website, webgreek, Romanian Site"
52106,Wilson Blade 25 Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson Blade 25&quot;,Simple Product,Racquets,WRT533600,8.87769E+11,€117.00,€89.90,€59.40,18.07%,5,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
39791,Wilson Roger Federer 19&quot; Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson Roger Federer 19&quot;,Simple Product,Racquets,WRT200500,8.87769E+11,€38.00,€37.90,€18.90,38.16%,5,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
39787,Wilson Roger Federer 23 Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson Roger Federer 23&quot;,Simple Product,Racquets,WRT200700,8.87769E+11,€44.00,€39.90,€22.05,31.47%,7,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
39778,Wilson Blade Team 25 Junior Tennis Racquet,Παιδική ρακέτα τέννις Wilson Blade Team 25 Junior,Simple Product,Racquets,WRT216400,8.87769E+11,€61.00,€54.90,€27.60,37.66%,9,In Stock,"Catalog, Search",Enabled,"Main Website, webgreek, Romanian Site"
