name,prices,sale_tag,url
nike air zoom gp turbo dark raisin/black women's shoe,"[124.91, 139.99, 0]",New,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Dark_Raisin_Black_Womens_Shoe/descpageWSNIKEH-NZGTWRB-EN.html
nike zoom gp turbo clay osaka purple/white wom shoe,"[115.92, 139.99, 0]",New,https://www.tenniswarehouse-europe.com/Nike_Zoom_GP_Turbo_Clay_Osaka_Purple_White_Wom_Shoe/descpageWSNIKEH-NGTCOPW-EN.html
nike air zoom gp turbo osaka purple/white wom shoe,"[109.9, 139.99, 0]",New,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Osaka_Purple_White_Wom_Shoe/descpageWSNIKEH-NZGTOPW-EN.html
asics court ff 2 white/blue women's shoes,"[124.91, 180.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Court_FF_2_White_Blue_Womens_Shoes/descpageWSASICS-ACFFWWB-EN.html
asics gel challenger 12 grey/pink women's shoes,"[60.0, 100.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Gel_Challenger_12_Grey_Pink_Womens_Shoes/descpageWSASICSP-AWC12GP-EN.html
asics gel challenger 12 white/blue women's shoes,"[79.91, 100.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Gel_Challenger_12_White_Blue_Womens_Shoes/descpageWSASICS-AWC12WB-EN.html
babolat women's exercise glitter t-shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Glitter_T-Shirt/descpageWAQBA-BWGLIT-EN.html
babolat women's exercise hood jacket,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Hood_Jacket/descpageWAQBA-BAWEJ-EN.html
babolat women's exercise jogger pant,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Jogger_Pant/descpageWAQBA-BAWEJP-EN.html
volkl super g 2 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl super g 5/8 315g grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl super g 7 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl super g 8 300g grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl super g 9 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl super g4/v-sense 4 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-cell 8/v-feel 8 285+300/v-sense 8 285 grommets,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
head prime pro overgrip white,"[7.9, 10.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Prime_Pro_Overgrip_White/descpageHEAD-HPPGR-EN.html
head prime overgrip 3 pack white,"[6.75, 7.95, 0]",,https://www.tenniswarehouse-europe.com/Head_Prime_Overgrip_3_Pack_White/descpageHEAD-HPRIME-EN.html
head xtremesoft overgrips,"[6.5, 8.0, 0]",,https://www.tenniswarehouse-europe.com/Head_XtremeSoft_Overgrips/descpageHEAD-HXSOG-EN.html
asics court speed ff white/champagne women's shoes,"[84.0, 120.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Court_Speed_FF_White_Champagne_Womens_Shoes/descpageWSASICSP-ACSFFWC-EN.html
nike air max volley clay grey/fuchsia women's shoe,"[74.9, 89.99, 0]",New,https://www.tenniswarehouse-europe.com/Nike_Air_Max_Volley_Clay_Grey_Fuchsia_Womens_Shoe/descpageWSNIKEH-NWMVCGF-EN.html
yonex 21 pc fusionrev 4 clay navy/ice blue men's shoe,"[134.9, 159.9, 0]",New,https://www.tenniswarehouse-europe.com/Yonex_21_PC_Fusionrev_4_Clay_Navy_Ice_Blue_Mens_Shoe/descpageMSYONEX-YPCF4NB-EN.html
new balance 996v4 white/blue men's shoes,"[94.9, 135.0, 0]",New,https://www.tenniswarehouse-europe.com/New_Balance_996V4_White_Blue_Mens_Shoes/descpageMSNBT-NM996WB-EN.html
adidas courtmaster white women's shoe,"[40.0, 79.95, 0]",Sale,https://www.tenniswarehouse-europe.com/adidas_Courtmaster_White_Womens_Shoe/descpageMSADIT-AWCMW-EN.html
wilson kaos rapide black men's shoe,"[125.9, 140.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Rapide_Black_Mens_Shoe/descpageMSWILSON-WMKRBK-EN.html
wilson kaos rapide white/grey men's shoe,"[119.9, 140.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Rapide_White_Grey_Mens_Shoe/descpageMSWILSON-WMKRWG-EN.html
nike air zoom gp turbo photon dust/purple women's shoe,"[111.9, 139.99, 0]",,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Photon_Dust_Purple_Womens_Shoe/descpageWSNIKEH-NZGTWDP-EN.html
nike air zoom gp turbo white/metallic women's shoe,"[104.9, 139.99, 0]",,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_White_Metallic_Womens_Shoe/descpageWSNIKEH-NZGTWWM-EN.html
nike air zoom gp turbo black/metallic women's shoe,"[118.9, 139.99, 0]",,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Black_Metallic_Womens_Shoe/descpageWSNIKEH-NZGTWBM-EN.html
nike air zoom gp turbo white/purple women's shoe,"[86.89, 139.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_White_Purple_Womens_Shoe/descpageWSNIKEH-NZGTWWW-EN.html
asics gel court speed white/laser pink women's shoes,"[69.9, 120.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Gel_Court_Speed_White_Laser_Pink_Womens_Shoes/descpageWSASICS-AGCSWLP-EN.html
asics gel dedicate 6 grey/pink women's shoes,"[45.51, 65.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Gel_Dedicate_6_Grey_Pink_Womens_Shoes/descpageWSASICSP-AWGD6GP-EN.html
asics gel dedicate 6 white/silver women's shoes,"[45.51, 65.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Gel_Dedicate_6_White_Silver_Womens_Shoes/descpageWSASICSP-AWGD6WS-EN.html
babolat women's exercise logo embossed hoodie,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Logo_Embossed_Hoodie/descpageWAQBA-BAWEHP-EN.html
babolat women's exercise logo hoodie,"[40.9, 45.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Logo_Hoodie/descpageWAQBA-BAWEH-EN.html
babolat women's exercise message t-shirt,"[17.91, 20.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Message_T-Shirt/descpageWAQBA-BWMET-EN.html
babolat women's exercise short,"[31.91, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Exercise_Short/descpageWAQBA-BAWES-EN.html
volkl v-feel 3/v-sense 3/organix 3 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-sense 10 tour &amp; pb 9 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-sense 6/super g 6 grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-sense 8 300g grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-sense 8 315g grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
volkl v-sense v1 pro grommet,"[6.0, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tfight 255/280/295 dynacore grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tfight 280/295 atp &amp; vo2 max/320 atp grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tfight atp 255/280/295 mp (16x20) grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
head pro overgrip blue,"[6.3, 10.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Pro_Overgrip_Blue/descpageHEAD-HPOB-EN.html
head prestige pro overgrips black 3 pack,"[6.5, 8.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Prestige_Pro_Overgrips_Black_3_Pack/descpageHEAD-HPOGB-EN.html
head prestige pro overgrips white 3 pack,"[6.5, 8.0, 0]",,https://www.tenniswarehouse-europe.com/Head_Prestige_Pro_Overgrips_White_3_Pack/descpageHEAD-HPOGW-EN.html
head xtremesoft overgrips 12 pack,"[16.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Head_XtremeSoft_Overgrips_12_Pack/descpageHEAD-HXSOG12-EN.html
asics court speed ff white/pink women's shoes,"[69.9, 120.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Court_Speed_FF_White_Pink_Womens_Shoes/descpageWSASICS-ACSFFWP-EN.html
asics court speed ff navy/sky blue women's shoes,"[79.91, 120.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Asics_Court_Speed_FF_Navy_Sky_Blue_Womens_Shoes/descpageWSASICS-ACSFFNB-EN.html
nike air max wildcard clay grey/black women's shoe,"[44.9, 79.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Max_Wildcard_Clay_Grey_Black_Womens_Shoe/descpageWSNIKEH-NMWCWGB-EN.html
nike air max wildcard clay orewood/sunblush womens shoe,"[44.9, 80.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Max_Wildcard_Clay_Orewood_Sunblush_Womens_Shoe/descpageWSNIKEH-NWWCCOS-EN.html
nike air zoom vapor cage 4 clay crimson women's shoe,"[97.9, 150.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_Clay_Crimson_Womens_Shoe/descpageWSNIKEH-NVC4CCW-EN.html
new balance 796 black/red men's shoes,"[79.91, 90.0, 0]",,https://www.tenniswarehouse-europe.com/New_Balance_796_Black_Red_Mens_Shoes/descpageMSNBT-NM796BR-EN.html
new balance lav fresh foam yellow/orange men's shoe,"[99.89, 145.0, 0]",Sale,https://www.tenniswarehouse-europe.com/New_Balance_Lav_Fresh_Foam_Yellow_Orange_Mens_Shoe/descpageMSNBT-NLAVFYO-EN.html
head pro tour 2.0 racquets,"[159.9, 0, 0]",,https://www.tenniswarehouse-europe.com/Head_Pro_Tour_20_Rackets/descpageRCHEAD-HDPT2-EN.html
volkl classic v1 racquet,"[150.0, 200.0, 144.89]",,https://www.tenniswarehouse-europe.com/Volkl_Classic_V1_Racket/descpageRCVOLKLGH-VV1C-EN.html
wilson six.one 95 team racquet,"[89.9, 140.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Wilson_SixOne_95_Team_Racket/descpageRCWILSON-W61RWH-EN.html
wilson kaos rapide clay blue men's shoe,"[123.9, 140.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Rapide_Clay_Blue_Mens_Shoe/descpageMSWILSON-WMKRBL-EN.html
wilson kaos swift lyons blue/yellow men's shoe,"[112.9, 125.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_Lyons_Blue_Yellow_Mens_Shoe/descpageMSWILSON-WMKSBY-EN.html
wilson kaos swift clay blue men's shoe,"[112.9, 125.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_Clay_Blue_Mens_Shoe/descpageMSWILSON-WMKSCB-EN.html
wilson kaos swift clay black/red men's shoe,"[109.9, 125.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_Clay_Black_Red_Mens_Shoe/descpageMSWILSON-WMKSBR-EN.html
wilson kaos swift white/yellow men's shoe,"[109.9, 125.0, 0]",New,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Swift_White_Yellow_Mens_Shoe/descpageMSWILSON-WMKSWY-EN.html
nike air zoom gp turbo white/black/green women's shoe,"[89.9, 139.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Gp_Turbo_White_Black_Green_Womens_Shoe/descpageWSNIKEH-NZGTWWG-EN.html
nike air zoom gp turbo turq/mango women's shoe,"[89.9, 139.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Turq_Mango_Womens_Shoe/descpageWSNIKEH-NZGTWTM-EN.html
nike air zoom gp turbo bk/purple/lime women's shoe,"[89.9, 139.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_GP_Turbo_Bk_Purple_Lime_Womens_Shoe/descpageWSNIKEH-NZGTWPL-EN.html
nike air zoom vapor cage 4 black/metallic women's shoe,"[108.9, 149.99, 0]",,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_Black_Metallic_Womens_Shoe/descpageWSNIKEH-NZVC4BM-EN.html
nike air zoom vapor cage 4 white/silver women's shoe,"[119.9, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_White_Silver_Womens_Shoe/descpageWSNIKEH-NZVC4WS-EN.html
babolat women's play capsleeve top,"[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Play_Capsleeve_Top/descpageWAQBA-BAWPTB-EN.html
tecnifibre tfight xtc 265/280/295 grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tflash 265/285 dynacore grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tflash 290 vo2 max grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
tecnifibre tflash 300/315 dynacore grommet,"[3.89, 0, 0]",,https://www.tenniswarehouse-europe.com/catpage-GACGROM-EN.html
nike air zoom vapor cage 4 clay grey/navy women's shoe,"[96.89, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_Clay_Grey_Navy_Womens_Shoe/descpageWSNIKEH-NVC4CGN-EN.html
volkl v-cell 2 racquet,"[260.9, 290.0, 261.0]",New,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_2_Racket/descpageRCVOLKLGH-VVCEL2-EN.html
tecnifibre tfight 315 rs racquet,"[204.89, 229.99, 184.9]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TFight_315_RS_Racket/descpageRCTECNIH-TRTFRS-EN.html
prokennex ki black ace pro (305g) racquet,"[205.89, 229.0, 183.2]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Black_Ace_Pro_305g_Racket/descpageRCWESTGUT-KIBAP3-EN.html
lacoste l20 racquet,"[289.9, 0, 0]",New,https://www.tenniswarehouse-europe.com/Lacoste_L20_Racket/descpageRCTECNIH-TRLA22-EN.html
lacoste l20l racquet,"[289.9, 0, 0]",New,https://www.tenniswarehouse-europe.com/Lacoste_L20L_Racket/descpageRCTECNIH-TRLA2L-EN.html
new balance 996v4 black/blue men's shoes,"[94.9, 135.0, 0]",,https://www.tenniswarehouse-europe.com/New_Balance_996V4_Black_Blue_Mens_Shoes/descpageMSNBT-NM996BB-EN.html
new balance 996v4 peach/yellow men's shoes,"[94.9, 135.0, 0]",Sale,https://www.tenniswarehouse-europe.com/New_Balance_996V4_Peach_Yellow_Mens_Shoes/descpageMSNBT-NB996PY-EN.html
new balance 696v4 white/red men's shoes,"[67.9, 75.0, 0]",New,https://www.tenniswarehouse-europe.com/New_Balance_696V4_White_Red_Mens_Shoes/descpageMSNBT-NM696WR-EN.html
wilson kaos comp 2.0 orange/black men's shoe,"[79.91, 100.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Orange_Black_Mens_Shoe/descpageMSWILSON-WMKCOB-EN.html
wilson kaos comp 2.0 clay navy/white/fig men's shoe,"[79.91, 100.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Clay_Navy_White_Fig_Mens_Shoe/descpageMSWILSON-WMKCNW-EN.html
wilson kaos comp 2.0 navy/white/fig men's shoe,"[79.91, 100.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Navy_White_Fig_Mens_Shoe/descpageMSWILSON-WMKCNWF-EN.html
wilson kaos comp 2.0 clay navy/yellow men's shoe,"[79.91, 100.0, 0]",Sale,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Clay_Navy_Yellow_Mens_Shoe/descpageMSWILSON-WMKCCNY-EN.html
wilson kaos comp 2.0 navy/yellow men's shoe,"[79.91, 100.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Kaos_Comp_20_Navy_Yellow_Mens_Shoe/descpageMSWILSON-WMKCNY-EN.html
nike air zoom vapor cage 4 turq/mango women's shoe,"[108.9, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_Turq_Mango_Womens_Shoe/descpageNIKEH-NZVC4TM-EN.html
nike air zoom vapor cage 4 white/purple womens shoe,"[119.9, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_White_Purple_Womens_Shoe/descpageNIKEH-NZVC4WU-EN.html
nike air zoom vapor cage 4 white/fuchsia women's shoe,"[96.89, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_White_Fuchsia_Womens_Shoe/descpageWSNIKEH-NZVC4WF-EN.html
nike air zoom vapor cage 4 white/pink women's shoe,"[96.89, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_White_Pink_Womens_Shoe/descpageWSNIKEH-NZVC4WP-EN.html
babolat women's play longsleeve top,"[35.9, 40.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Play_Longsleeve_Top/descpageWAQBA-BAWPLS-EN.html
babolat women's play polo,"[26.88, 30.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Play_Polo/descpageWAQBA-BAWPP-EN.html
babolat women's play tank,"[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Babolat_Womens_Play_Tank/descpageWAQBA-BAWPTA-EN.html
nike vapor lite clay black/bronze women's shoe,"[51.91, 69.99, 0]",New,https://www.tenniswarehouse-europe.com/Nike_Vapor_Lite_Clay_Black_Bronze_Womens_Shoe/descpageWSNIKEH-NVLCWBB-EN.html
volkl v-cell 10 300g racquet,"[224.9, 250.0, 188.01]",New,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_10_300g_Racket/descpageRCVOLKLGH-VCE100-EN.html
volkl v-cell 10 320g racquet,"[199.9, 250.0, 188.01]",New,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_10_320g_Racket/descpageRCVOLKLGH-VCE102-EN.html
volkl v-cell 8 315g racquet,"[208.9, 260.0, 188.0]",,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_8_315g_Racket/descpageRCVOLKLGH-VVCL8-EN.html
volkl v-cell 8 300g racquet,"[208.9, 260.0, 188.0]",,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_8_300g_Racket/descpageRCVOLKLGH-VVC8L-EN.html
tecnifibre tfight 305 rs racquet,"[199.9, 219.99, 179.9]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TFight_305_RS_Racket/descpageRCTECNIH-TRTFIR-EN.html
tecnifibre tfight 300 rs racquet,"[199.9, 219.99, 179.99]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TFight_300_RS_Racket/descpageRCTECNIH-TRTIRS-EN.html
tecnifibre tfight 295 rs racquet,"[179.9, 199.99, 161.89]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TFight_295_RS_Racket/descpageRCTECNIH-TRTFIG-EN.html
tecnifibre tfight 280 rs racquet,"[164.9, 179.99, 152.9]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TFight_280_RS_Racket/descpageRCTECNIH-TRTFHR-EN.html
prokennex ki q+5 pro (315g) racquet,"[178.89, 199.0, 169.15]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q5_Pro_315g_Racket/descpageRCWESTGUT-Q5KIP1-EN.html
prokennex ki q+5x pro (305g) racquet,"[178.89, 199.0, 169.15]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q5X_Pro_305g_Racket/descpageRCWESTGUT-Q5XKP0-EN.html
prokennex ki q+5 (300g) racquet,"[178.89, 199.0, 169.15]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q5_300g_Racket/descpageRCWESTGUT-Q5KI30-EN.html
prokennex ki q+5 light (280g) racquet,"[178.89, 199.0, 169.15]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q5_Light_280g_Racket/descpageRCWESTGUT-Q5KIL8-EN.html
dunlop srixon cx 200 tour 18x20 (315g) racquets,"[196.9, 239.95, 177.95]",New,https://www.tenniswarehouse-europe.com/Dunlop_Srixon_CX_200_Tour_18x20_315g_Rackets/descpageRCDUNHGER-D200T8-EN.html
yonex vcore 100 (300g) racquets,"[244.9, 269.9, 0]",New,https://www.tenniswarehouse-europe.com/Yonex_VCORE_100_300g_Rackets/descpageRCYONEX-YVC100-EN.html
prince hydrogen chrome beast 100 (300g) racquet,"[229.9, 260.0, 219.9]",New,https://www.tenniswarehouse-europe.com/Prince_Hydrogen_Chrome_Beast_100_300g_Racket_/descpageRCPRINCEH-PRHCB3-EN.html
head gravity pro racquet,"[194.9, 270.0, 184.9]",New,https://www.tenniswarehouse-europe.com/Head_Gravity_Pro_Racket/descpageRCHEAD-HRGP-EN.html
wilson amplifeel 2.0 black/blue men's shoe,"[119.9, 165.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Amplifeel_20_Black_Blue_Mens_Shoe/descpageMSWILSON-WMSA2BB-EN.html
nike air zoom vapor cage 4 black/pink women's shoe,"[89.9, 149.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Air_Zoom_Vapor_Cage_4_Black_Pink_Womens_Shoe/descpageWSNIKEH-NZVC4BP-EN.html
babolat reversible jumbo wristbands,"[10.9, 12.0, 0]",New,https://www.tenniswarehouse-europe.com/Babolat_Reversible_Jumbo_Wristbands/descpageQBA-B20JRW-EN.html
nike vapor lite clay photon dust/fuchsia women's shoe,"[51.91, 69.99, 0]",Sale,https://www.tenniswarehouse-europe.com/Nike_Vapor_Lite_Clay_Photon_Dust_Fuchsia_Womens_Shoe/descpageWSNIKEH-NVLCWPF-EN.html
volkl v-cell 9 racquet,"[208.9, 260.0, 188.01]",,https://www.tenniswarehouse-europe.com/Volkl_V-Cell_9_Racket/descpageRCVOLKLGH-VVCEL9-EN.html
volkl power bridge 10 mid racquet,"[159.9, 190.0, 149.9]",Best Seller,https://www.tenniswarehouse-europe.com/Volkl_Power_Bridge_10_Mid_Racket/descpageRCVOLKLGH-VRPB10-EN.html
volkl c10 pro racquet,"[169.9, 190.0, 159.9]",,https://www.tenniswarehouse-europe.com/Volkl_C10_Pro_Racket/descpageRCVOLKLGH-C10PRO-EN.html
tecnifibre tf40 (305) racquet,"[172.48, 239.99, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TF40_305_Racket/descpageRCTECNIH-TF4005-EN.html
tecnifibre tf40 (315) racquet,"[209.89, 239.99, 199.9]",,https://www.tenniswarehouse-europe.com/Tecnifibre_TF40_315_Racket/descpageRCTECNIH-TF4015-EN.html
tecnifibre t-rebound 298 iga,"[197.9, 219.99, 178.89]",New,https://www.tenniswarehouse-europe.com/Tecnifibre_T-Rebound_298_Iga/descpageRCTECNIH-TREBIG-EN.html
tecnifibre t-rebound 285 tempo3 racquet,"[149.9, 189.99, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_T-Rebound_285_Tempo3_Racket/descpageRCTECNIH-TR3285-EN.html
prokennex ki q+15 pro (305g) racquet,"[205.89, 229.0, 194.66]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q15_Pro_305g_Racket/descpageRCWESTGUT-Q15KI0-EN.html
prokennex ki q+15 (285g) racquet,"[205.89, 229.0, 194.66]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q15_285g_Racket/descpageRCWESTGUT-Q15KI8-EN.html
prokennex ki q+15 light (260g) racquet,"[205.89, 229.0, 194.66]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q15_Light_260g_Racket/descpageRCWESTGUT-Q15KI6-EN.html
prokennex ki q+20 (285g) racquet,"[210.9, 235.0, 199.75]",New,https://www.tenniswarehouse-europe.com/ProKennex_Ki_Q20_285g_Racket/descpageRCWESTGUT-Q20KI8-EN.html
dunlop srixon cx 200 tour 16x19 (310g) racquets,"[219.9, 239.95, 197.9]",New,https://www.tenniswarehouse-europe.com/Dunlop_Srixon_CX_200_Tour_16x19_310g_Rackets/descpageRCDUNHGER-D200T6-EN.html
dunlop srixon cx 200 (305g) racquets,"[179.9, 229.95, 169.9]",New,https://www.tenniswarehouse-europe.com/Dunlop_Srixon_CX_200_305g_Rackets/descpageRCDUNHGER-D200S-EN.html
dunlop srixon cx 200 os (295g) racquets,"[179.9, 199.95, 161.91]",New,https://www.tenniswarehouse-europe.com/Dunlop_Srixon_CX_200_OS_295g_Rackets/descpageRCDUNHGER-D200OS-EN.html
yonex vcore 100l (280g) racquets,"[220.89, 259.9, 0]",New,https://www.tenniswarehouse-europe.com/Yonex_VCORE_100L_280g_Rackets/descpageRCYONEX-VC100L-EN.html
yonex vcore 98l (285g) racquets,"[187.75, 259.9, 0]",New,https://www.tenniswarehouse-europe.com/Yonex_VCORE_98L_285g_Rackets/descpageRCYONEX-VCR98L-EN.html
yonex vcore 98 (305g) racquets,"[228.9, 269.9, 218.9]",New,https://www.tenniswarehouse-europe.com/Yonex_VCORE_98_305g_Rackets/descpageRCYONEX-YVCR98-EN.html
yonex vcore 95 (310g) racquets,"[228.9, 269.9, 0]",New,https://www.tenniswarehouse-europe.com/Yonex_VCORE_95_310g_Rackets/descpageRCYONEX-YVCR95-EN.html
prince hydrogen chrome beast 100 o3 (290g) racquet,"[229.9, 260.0, 219.9]",New,https://www.tenniswarehouse-europe.com/Prince_Hydrogen_Chrome_Beast_100_O3_290g_Racket_/descpageRCPRINCEH-PRHCO3-EN.html
prince hydrogen chrome beast 100 (280g) racquet,"[229.9, 260.0, 219.9]",New,https://www.tenniswarehouse-europe.com/Prince_Hydrogen_Chrome_Beast_100_280g_Racket_/descpageRCPRINCEH-PRHCB2-EN.html
prince o3 tattoo 310g racquet,"[179.9, 250.0, 169.9]",,https://www.tenniswarehouse-europe.com/Prince_O3_Tattoo_310g_Racket_/descpageRCPRINCEH-PRATOO-EN.html
prince o3 tattoo 290g racquet,"[214.9, 250.0, 202.41]",,https://www.tenniswarehouse-europe.com/Prince_O3_Tattoo_290g_Racket_/descpageRCPRINCEH-PROTO-EN.html
head gravity mp racquet,"[199.9, 250.0, 202.41]",New,https://www.tenniswarehouse-europe.com/Head_Gravity_MP_Racket/descpageRCHEAD-HRGMP-EN.html
head gravity tour racquet,"[192.89, 260.0, 0]",New,https://www.tenniswarehouse-europe.com/Head_Gravity_Tour_Racket/descpageRCHEAD-HRGT-EN.html
